run,scenario,input_mib,round,seconds,mib_per_s
1785540114,chunked1/source,1,0,0.001397962,715.43481192049012
1785540114,lexer_all/ascii,1,0,0.001284213,778.72712580630002
1785540114,chunked1/ascii,1,0,0.0013517430000000001,739.8236931229427
1785540114,chunked8/ascii,1,0,0.00022445899999999999,4455.3860545270454
1785540114,chunked8/source,1,0,0.000226639,4412.9681146757275
1785540114,chunked4/source,1,0,0.00039288799999999998,2545.638147619658
1785540114,chunked2/source,1,0,0.000716396,1396.0863552308949
1785540114,chunked2/ascii,1,0,0.00068608600000000003,1457.6182846073027
1785540114,chunked4/ascii,1,0,0.00036558800000000002,2735.4604046442605
1785540114,lexer_all/source,1,0,0.0014011830000000001,713.79019053327943
1785540114,chunked2/source,1,1,0.00072866599999999999,1372.5776700737954
1785540114,chunked1/source,1,1,0.0014058129999999999,711.43934544778881
1785540114,chunked1/ascii,1,1,0.0013318119999999999,750.89539545602986
1785540114,lexer_all/source,1,1,0.001392573,718.20341234677983
1785540114,lexer_all/ascii,1,1,0.0012814829999999999,780.3860826972234
1785540114,chunked8/source,1,1,0.000237519,4210.8238942652679
1785540114,chunked2/ascii,1,1,0.00069299599999999998,1443.0840847755051
1785540114,chunked8/ascii,1,1,0.000211709,4723.708006806919
1785540114,chunked4/source,1,1,0.00038487800000000001,2598.6174334256366
1785540114,chunked4/ascii,1,1,0.00036603800000000001,2732.0974828107628
1785540114,lexer_all/ascii,1,2,0.001282093,780.01478708103537
1785540114,lexer_all/source,1,2,0.001375203,727.2749408938115
1785540114,chunked1/ascii,1,2,0.001343133,744.56624802836791
1785540114,chunked4/ascii,1,2,0.00035339799999999999,2829.8165196551367
1785540114,chunked1/source,1,2,0.001429273,699.76182334794839
1785540114,chunked8/ascii,1,2,0.000219118,4563.9860641895502
1785540114,chunked4/source,1,2,0.00037896799999999998,2639.1428314316572
1785540114,chunked8/source,1,2,0.000222969,4485.6041895599483
1785540114,chunked2/ascii,1,2,0.000697597,1433.5662257909451
1785540114,chunked2/source,1,2,0.00072372599999999995,1381.9465937965367
1785540114,chunked4/ascii,1,3,0.00036182800000000002,2763.8864278416427
1785540114,lexer_all/ascii,1,3,0.0013029529999999999,767.52691648362293
1785540114,chunked4/source,1,3,0.00037576800000000001,2661.6174888281921
1785540114,chunked1/ascii,1,3,0.001392732,718.0502052175766
1785540114,lexer_all/source,1,3,0.0013825829999999999,723.39286722170914
1785540114,chunked8/source,1,3,0.000228629,4374.5573857296849
1785540114,chunked8/ascii,1,3,0.000212389,4708.5842412417114
1785540114,chunked2/source,1,3,0.00071866599999999997,1391.6766349625448
1785540114,chunked1/source,1,3,0.001412342,708.15049084569614
1785540114,chunked2/ascii,1,3,0.00069415700000000004,1440.6704800399418
1785540114,chunked4/ascii,1,4,0.00036127799999999998,2768.0940948883849
