run,commit,dirty,scenario,input_mib,round,seconds,mib_per_s
1786139670,40450d2,no,no-actions-declared,1,0,0.00096201499999999998,1039.4868139775708
1786139670,40450d2,no,depth-16,1,0,0.001651472,605.53715506843332
1786139670,40450d2,no,depth-4,1,0,0.0013124129999999999,761.96544185437801
1786139670,40450d2,no,actions-90pc,1,0,0.001295023,772.19221258635162
1786139670,40450d2,no,body-8,1,0,0.001439933,694.48006842789357
1786139670,40450d2,no,actions-40pc,1,0,0.0014002019999999999,714.18403012467695
1786139670,40450d2,no,actions-1pc,1,0,0.0010367950000000001,964.51266388112663
1786139670,40450d2,no,one-action-never-fires,1,0,0.0010305550000000001,970.35277821041359
1786139670,40450d2,no,body-512,1,0,0.0011482440000000001,871.18157607543355
1786139670,40450d2,no,per-token,1,0,0.0021340590000000002,468.59284039081484
1786139670,40450d2,no,go-to,1,0,0.0012298039999999999,813.14158058648536
1786139670,40450d2,no,batched,1,0,0.0012554529999999999,796.5290364287489
1786139670,40450d2,no,depth-1,1,0,0.001199484,833.69420602771629
1786139670,40450d2,no,push-pop,1,0,0.001256344,795.96413750659224
1786139670,40450d2,no,action-never-fires,1,0,0.0010439539999999999,957.89843934563487
1786139670,40450d2,no,actions-10pc,1,0,0.001125514,888.48803484088023
1786139670,40450d2,no,body-128,1,0,0.001173274,852.35972024700618
1786139670,40450d2,no,body-32,1,0,0.0012585140000000001,794.59169176630689
1786139670,40450d2,no,action-never-fires,1,1,0.001046775,955.31695669903547
1786139670,40450d2,no,body-32,1,1,0.001257923,794.96500848746871
1786139670,40450d2,no,no-actions-declared,1,1,0.00097315499999999996,1027.58749361472
1786139670,40450d2,no,push-pop,1,1,0.001252544,798.37895385038928
1786139670,40450d2,no,depth-4,1,1,0.001267563,788.92595590154474
1786139670,40450d2,no,per-token,1,1,0.0021411189999999999,467.04772988870872
1786139670,40450d2,no,actions-90pc,1,1,0.001246474,802.26837922027642
1786139670,40450d2,no,go-to,1,1,0.0012355529999999999,809.35805131109885
1786139670,40450d2,no,body-128,1,1,0.001168964,855.50239221488937
1786139670,40450d2,no,actions-40pc,1,1,0.0012911940000000001,774.4784341846638
1786139670,40450d2,no,actions-1pc,1,1,0.001046064,955.96627677525737
1786139670,40450d2,no,body-512,1,1,0.001149644,870.12067878331038
1786139670,40450d2,no,body-8,1,1,0.0013242429999999999,755.15201392160054
1786139670,40450d2,no,depth-1,1,1,0.0011924150000000001,838.63659969301727
1786139670,40450d2,no,depth-16,1,1,0.0016097310000000001,621.23898748000488
1786139670,40450d2,no,actions-10pc,1,1,0.001122954,890.51352241133509
1786139670,40450d2,no,batched,1,1,0.0012625340000000001,792.06165407947981
1786139670,40450d2,no,one-action-never-fires,1,1,0.001045715,956.28532377237855
1786139670,40450d2,no,body-32,1,2,0.001252513,798.3987139227952
1786139670,40450d2,no,action-never-fires,1,2,0.001038715,962.72982227909756
