run,commit,dirty,scenario,input_mib,round,seconds,mib_per_s
1786139735,40450d2,no,chunked1/source,1,0,0.0016383319999999999,610.46886744688641
1786139735,40450d2,no,lexer_all/ascii,1,0,0.001264453,790.89653661550562
1786139735,40450d2,no,chunked1/ascii,1,0,0.001779381,562.02212927590324
1786139735,40450d2,no,chunked8/ascii,1,0,0.00029785800000000002,3357.4773832265237
1786139735,40450d2,no,chunked8/source,1,0,0.00021970900000000001,4552.1607241487245
1786139735,40450d2,no,chunked4/source,1,0,0.000367308,2722.9210377720938
1786139735,40450d2,no,chunked2/source,1,0,0.00070044699999999998,1427.8748863825417
1786139735,40450d2,no,chunked2/ascii,1,0,0.00068107599999999997,1468.3405352898737
1786139735,40450d2,no,chunked4/ascii,1,0,0.000353908,2825.738605550273
1786139735,40450d2,no,lexer_all/source,1,0,0.001408833,709.91429114876792
1786139735,40450d2,no,chunked2/source,1,1,0.00074481600000000003,1342.8157834176388
1786139735,40450d2,no,chunked1/source,1,1,0.001579612,633.1622452488283
1786139735,40450d2,no,chunked1/ascii,1,1,0.001457273,686.24856043657292
1786139735,40450d2,no,lexer_all/source,1,1,0.0013542529999999999,738.52572639085327
1786139735,40450d2,no,lexer_all/ascii,1,1,0.0012669929999999999,789.31098941595258
1786139735,40450d2,no,chunked8/source,1,1,0.00021963899999999999,4553.6115195479506
1786139735,40450d2,no,chunked2/ascii,1,1,0.000682297,1465.7128763765427
1786139735,40450d2,no,chunked8/ascii,1,1,0.00021296800000000001,4695.7829270739539
1786139735,40450d2,no,chunked4/source,1,1,0.00036757899999999999,2720.9135465899635
1786139735,40450d2,no,chunked4/ascii,1,1,0.00034892799999999998,2866.0683533940701
1786139735,40450d2,no,lexer_all/ascii,1,2,0.001261133,792.97861400271495
1786139735,40450d2,no,lexer_all/source,1,2,0.001355583,737.8011383603897
1786139735,40450d2,no,chunked1/ascii,1,2,0.0013599930000000001,735.33576894372686
1786139735,40450d2,no,chunked4/ascii,1,2,0.00035145800000000002,2845.4367190762077
1786139735,40450d2,no,chunked1/source,1,2,0.001396383,716.24381028843254
1786139735,40450d2,no,chunked8/ascii,1,2,0.000217839,4590.7826349417965
1786139735,40450d2,no,chunked4/source,1,2,0.00037575800000000002,2661.6883221168737
1786139735,40450d2,no,chunked8/source,1,2,0.00021975900000000001,4551.1250075855469
1786139735,40450d2,no,chunked2/ascii,1,2,0.00068205700000000002,1466.2286266588949
1786139735,40450d2,no,chunked2/source,1,2,0.00070831599999999996,1412.0119841172475
1786139735,40450d2,no,chunked4/ascii,1,3,0.000354428,2821.5928155029678
1786139735,40450d2,no,lexer_all/ascii,1,3,0.0012664530000000001,789.64754192463988
1786139735,40450d2,no,chunked4/source,1,3,0.000363669,2750.1675439534088
1786139735,40450d2,no,chunked1/ascii,1,3,0.0013548430000000001,738.13091141415339
1786139735,40450d2,no,lexer_all/source,1,3,0.0013603129999999999,735.23569982937181
1786139735,40450d2,no,chunked8/source,1,3,0.00021849900000000001,4577.3696014260577
1786139735,40450d2,no,chunked8/ascii,1,3,0.00020879899999999999,4789.5416089784239
1786139735,40450d2,no,chunked2/source,1,3,0.00071365600000000001,1401.446467964947
1786139735,40450d2,no,chunked1/source,1,3,0.0013826629999999999,723.3510121714346
1786139735,40450d2,no,chunked2/ascii,1,3,0.00069224599999999999,1444.6475651908222
1786139735,40450d2,no,chunked4/ascii,1,4,0.00035654799999999999,2804.8158969145416
1786139735,40450d2,no,chunked4/source,1,4,0.00036667900000000002,2727.5919279314935
1786139735,40450d2,no,chunked1/source,1,4,0.001383722,722.79741201049933
1786139735,40450d2,no,chunked2/ascii,1,4,0.00068131699999999997,1467.8211440681591
1786139735,40450d2,no,chunked8/source,1,4,0.000386778,2585.8520405555441
1786139735,40450d2,no,lexer_all/ascii,1,4,0.001254343,797.27115981281509
1786139735,40450d2,no,chunked2/source,1,4,0.00072792699999999996,1373.9711269701388
1786139735,40450d2,no,chunked8/ascii,1,4,0.00038723799999999998,2582.5241799954706
1786139735,40450d2,no,chunked1/ascii,1,4,0.0013346829999999999,749.2801649628309
1786139735,40450d2,no,lexer_all/source,1,4,0.001359943,735.43573557273521
1786139735,40450d2,no,chunked4/ascii,1,5,0.000356628,2804.1867111193901
1786139735,40450d2,no,chunked4/source,1,5,0.000370248,2701.299346767551
1786139735,40450d2,no,chunked2/source,1,5,0.00071491600000000001,1398.976495898808
1786139735,40450d2,no,lexer_all/source,1,5,0.0013547030000000001,738.28040577306774
1786139735,40450d2,no,chunked2/ascii,1,5,0.00067690700000000003,1477.38389234132
1786139735,40450d2,no,chunked1/ascii,1,5,0.001335443,748.85374996393409
1786139735,40450d2,no,lexer_all/ascii,1,5,0.001274844,784.450096178894
1786139735,40450d2,no,chunked8/source,1,5,0.00023389799999999999,4276.0121101590958
1786139735,40450d2,no,chunked8/ascii,1,5,0.00028702900000000001,3484.147937710426
1786139735,40450d2,no,chunked1/source,1,5,0.001387143,721.01483447776627
1786139735,40450d2,no,chunked8/ascii,1,6,0.00021122900000000001,4734.4422328992987
1786139735,40450d2,no,lexer_all/ascii,1,6,0.001306153,765.6465195218982
1786139735,40450d2,no,chunked2/source,1,6,0.00070674599999999996,1415.1486963378529
1786139735,40450d2,no,chunked1/source,1,6,0.001383743,722.78644267179106
1786139735,40450d2,no,chunked2/ascii,1,6,0.00067437699999999998,1482.9264616276741
1786139735,40450d2,no,chunked4/source,1,6,0.00038366799999999999,2606.8128708727136
1786139735,40450d2,no,chunked1/ascii,1,6,0.001333903,749.71830666329254
1786139735,40450d2,no,lexer_all/source,1,6,0.0013713429999999999,729.32204455194085
1786139735,40450d2,no,chunked8/source,1,6,0.000233248,4287.9282160704151
1786139735,40450d2,no,chunked4/ascii,1,6,0.000354889,2817.9275728835946
1786139735,40450d2,no,chunked1/source,1,7,0.0013814529999999999,723.98458763489759
1786139735,40450d2,no,chunked8/source,1,7,0.000225128,4442.5867974751791
1786139735,40450d2,no,lexer_all/source,1,7,0.001353354,739.01631098884116
1786139735,40450d2,no,chunked4/source,1,7,0.000368348,2715.2330962622091
1786139735,40450d2,no,chunked8/ascii,1,7,0.00021734900000000001,4601.1322730405291
1786139735,40450d2,no,chunked2/source,1,7,0.00069955600000000005,1429.6935206645246
1786139735,40450d2,no,chunked2/ascii,1,7,0.00067995600000000001,1470.7591350220985
1786139735,40450d2,no,chunked4/ascii,1,7,0.00035125899999999998,2847.0487543752215
1786139735,40450d2,no,chunked1/ascii,1,7,0.0013334429999999999,749.97693820664699
1786139735,40450d2,no,lexer_all/ascii,1,7,0.001277963,782.53556512440969
1786139735,40450d2,no,lexer_all/source,1,8,0.0013704430000000001,729.80100634757673
1786139735,40450d2,no,chunked1/source,1,8,0.0013850430000000001,722.10803602631267
1786139735,40450d2,no,chunked8/source,1,8,0.00021754899999999999,4597.3582068499154
1786139735,40450d2,no,chunked4/source,1,8,0.00036682799999999998,2726.4840212360896
1786139735,40450d2,no,chunked4/ascii,1,8,0.00036068800000000001,2772.6220401374203
1786139735,40450d2,no,chunked8/ascii,1,8,0.00021221900000000001,4712.3560963584123
1786139735,40450d2,no,chunked2/source,1,8,0.00070294599999999997,1422.7987363780321
1786139735,40450d2,no,chunked2/ascii,1,8,0.000691627,1445.9405118844202
1786139735,40450d2,no,lexer_all/ascii,1,8,0.001287173,776.93635464159513
1786139735,40450d2,no,chunked1/ascii,1,8,0.0013370229999999999,747.96880712828874
1786139735,40450d2,no,chunked8/ascii,1,9,0.00021413899999999999,4670.1044574462658
1786139735,40450d2,no,chunked2/ascii,1,9,0.00068483699999999999,1460.2766766589509
1786139735,40450d2,no,lexer_all/ascii,1,9,0.0012749829999999999,784.3645745967483
1786139735,40450d2,no,chunked4/source,1,9,0.00037451800000000001,2670.5009653527791
1786139735,40450d2,no,chunked1/source,1,9,0.001386153,721.52978822827799
1786139735,40450d2,no,chunked4/ascii,1,9,0.000356528,2804.9732374822902
1786139735,40450d2,no,chunked2/source,1,9,0.00071648700000000003,1395.9090402784589
1786139735,40450d2,no,lexer_all/source,1,9,0.0013538129999999999,738.7657531298579
1786139735,40450d2,no,chunked1/ascii,1,9,0.0013337830000000001,749.78575856273915
1786139735,40450d2,no,chunked8/source,1,9,0.000216789,4613.475224951414
1786139735,40450d2,no,chunked4/ascii,1,10,0.00035983800000000002,2779.1714560804749
1786139735,40450d2,no,lexer_all/source,1,10,0.0013548430000000001,738.20411703938544
1786139735,40450d2,no,chunked4/source,1,10,0.00037352799999999998,2677.5788710404368
1786139735,40450d2,no,chunked1/ascii,1,10,0.0013284029999999999,752.82237273860869
1786139735,40450d2,no,lexer_all/ascii,1,10,0.001280043,781.2639875481417
1786139735,40450d2,no,chunked8/ascii,1,10,0.00038652800000000002,2587.267929912156
1786139735,40450d2,no,chunked2/ascii,1,10,0.00069003700000000001,1449.2722830994367
1786139735,40450d2,no,chunked2/source,1,10,0.00071952599999999995,1390.0132594819258
1786139735,40450d2,no,chunked1/source,1,10,0.001394913,716.99860890391892
1786139735,40450d2,no,chunked8/source,1,10,0.00022077899999999999,4530.0987890242832
1786139735,40450d2,no,chunked1/source,1,11,0.0013846329999999999,722.32185751891814
1786139735,40450d2,no,chunked4/ascii,1,11,0.00036021799999999999,2776.2396615746188
1786139735,40450d2,no,chunked4/source,1,11,0.00036544799999999999,2736.7797348514487
1786139735,40450d2,no,lexer_all/source,1,11,0.001356363,737.37685305629259
1786139735,40450d2,no,chunked1/ascii,1,11,0.001341423,745.51539552630743
1786139735,40450d2,no,chunked8/ascii,1,11,0.000217309,4601.979202026082
1786139735,40450d2,no,lexer_all/ascii,1,11,0.0012754140000000001,784.09951467765438
1786139735,40450d2,no,chunked2/ascii,1,11,0.00069568600000000005,1437.5041303304736
